ProductKey,ProductAlternateKey,ProductSubcategoryKey,ProductSubcategoryName,ProductCategoryKey,ProductCategoryName,Unit price,WeightUnitMeasureCode,SizeUnitMeasureCode,EnglishProductName,SpanishProductName,FrenchProductName,StandardCost,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,ListPrice,Size,SizeRange,Weight,DaysToManufacture,ProductLine,DealerPrice,Class,Style,ModelName,EnglishDescription,FrenchDescription,ChineseDescription,ArabicDescription,HebrewDescription,ThaiDescription,GermanDescription,JapaneseDescription,TurkishDescription,StartDate,EndDate,Status
388,BK-R64Y-44,2,Road Bikes,1,Bikes,1120.49,LB ,CM ,"Road-550-W Yellow, 44","Carretera: 550 para mujer, amarilla, 44","Vélo de route 550 -W - jaune, 44",713.0798,TRUE,Yellow,100,75,1120.49,44,42-46 CM,18,4,R ,672.294,M ,W ,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.","Équipé de la même technologie que tous nos vélos de route, avec un cadre femmes. Idéal pour la promenade ou la course sur route.",?????????????????????????????????????????????????????????,???? ??? ??????? ???????? ?? ???? ?????? ????? ?????? ?????? ???? ???? ??????? ?? ?? ????? ???? ?????? ??????? ????????. ???? ????? ?????? ???? ?????? ?? ???????? ?????? ??????? ??? ????? ??????? ?? ??????? ?? ????????.,"????????? ??? ??? ????? ?????? ???? ""????"" ????, ???? ?????? ????? ?????? ?????. ??????? ???????? ??? ???? ????? ?????????.",???????????????????????????? Road ??????? ?????????????????????????????????????  ??????????????????????????????? ???????????????????????????????????????,Dieselbe Technologie wie bei allen Rädern unserer Road-Produktreihe mit Frauenrahmen. Perfektes Allzweckrad zum Trainieren und für den Alltag.,??? ???????????????????????????????????????????????????,"""Yol serisi bisikletlerimizle ayn? teknoloji, ancak kadro boyutu kad?nlar için ayarland?.  Yol ve yar?? için mükemmel çok yönlü bisiklet.""",41456,,Current
387,BK-R64Y-44,2,Road Bikes,1,Bikes,1000.4375,LB ,CM ,"Road-550-W Yellow, 44","Carretera: 550 para mujer, amarilla, 44","Vélo de route 550 -W - jaune, 44",605.6492,TRUE,Yellow,100,75,1000.4375,44,42-46 CM,18,4,R ,600.2625,M ,W ,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.","Équipé de la même technologie que tous nos vélos de route, avec un cadre femmes. Idéal pour la promenade ou la course sur route.",?????????????????????????????????????????????????????????,???? ??? ??????? ???????? ?? ???? ?????? ????? ?????? ?????? ???? ???? ??????? ?? ?? ????? ???? ?????? ??????? ????????. ???? ????? ?????? ???? ?????? ?? ???????? ?????? ??????? ??? ????? ??????? ?? ??????? ?? ????????.,"????????? ??? ??? ????? ?????? ???? ""????"" ????, ???? ?????? ????? ?????? ?????. ??????? ???????? ??? ???? ????? ?????????.",???????????????????????????? Road ??????? ?????????????????????????????????????  ??????????????????????????????? ???????????????????????????????????????,Dieselbe Technologie wie bei allen Rädern unserer Road-Produktreihe mit Frauenrahmen. Perfektes Allzweckrad zum Trainieren und für den Alltag.,??? ???????????????????????????????????????????????????,"""Yol serisi bisikletlerimizle ayn? teknoloji, ancak kadro boyutu kad?nlar için ayarland?.  Yol ve yar?? için mükemmel çok yönlü bisiklet.""",41091,39809,
386,BK-R64Y-42,2,Road Bikes,1,Bikes,1120.49,LB ,CM ,"Road-550-W Yellow, 42","Carretera: 550 para mujer, amarilla, 42","Vélo de route 550 -W - jaune, 42",713.0798,TRUE,Yellow,100,75,1120.49,42,42-46 CM,18,4,R ,672.294,M ,W ,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.","Équipé de la même technologie que tous nos vélos de route, avec un cadre femmes. Idéal pour la promenade ou la course sur route.",?????????????????????????????????????????????????????????,???? ??? ??????? ???????? ?? ???? ?????? ????? ?????? ?????? ???? ???? ??????? ?? ?? ????? ???? ?????? ??????? ????????. ???? ????? ?????? ???? ?????? ?? ???????? ?????? ??????? ??? ????? ??????? ?? ??????? ?? ????????.,"????????? ??? ??? ????? ?????? ???? ""????"" ????, ???? ?????? ????? ?????? ?????. ??????? ???????? ??? ???? ????? ?????????.",???????????????????????????? Road ??????? ?????????????????????????????????????  ??????????????????????????????? ???????????????????????????????????????,Dieselbe Technologie wie bei allen Rädern unserer Road-Produktreihe mit Frauenrahmen. Perfektes Allzweckrad zum Trainieren und für den Alltag.,??? ???????????????????????????????????????????????????,"""Yol serisi bisikletlerimizle ayn? teknoloji, ancak kadro boyutu kad?nlar için ayarland?.  Yol ve yar?? için mükemmel çok yönlü bisiklet.""",41456,,Current
385,BK-R64Y-42,2,Road Bikes,1,Bikes,1000.4375,LB ,CM ,"Road-550-W Yellow, 42","Carretera: 550 para mujer, amarilla, 42","Vélo de route 550 -W - jaune, 42",605.6492,TRUE,Yellow,100,75,1000.4375,42,42-46 CM,18,4,R ,600.2625,M ,W ,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.","Équipé de la même technologie que tous nos vélos de route, avec un cadre femmes. Idéal pour la promenade ou la course sur route.",?????????????????????????????????????????????????????????,???? ??? ??????? ???????? ?? ???? ?????? ????? ?????? ?????? ???? ???? ??????? ?? ?? ????? ???? ?????? ??????? ????????. ???? ????? ?????? ???? ?????? ?? ???????? ?????? ??????? ??? ????? ??????? ?? ??????? ?? ????????.,"????????? ??? ??? ????? ?????? ???? ""????"" ????, ???? ?????? ????? ?????? ?????. ??????? ???????? ??? ???? ????? ?????????.",???????????????????????????? Road ??????? ?????????????????????????????????????  ??????????????????????????????? ???????????????????????????????????????,Dieselbe Technologie wie bei allen Rädern unserer Road-Produktreihe mit Frauenrahmen. Perfektes Allzweckrad zum Trainieren und für den Alltag.,??? ???????????????????????????????????????????????????,"""Yol serisi bisikletlerimizle ayn? teknoloji, ancak kadro boyutu kad?nlar için ayarland?.  Yol ve yar?? için mükemmel çok yönlü bisiklet.""",41091,39809,
382,BK-R64Y-38,2,Road Bikes,1,Bikes,1120.49,LB ,CM ,"Road-550-W Yellow, 38","Carretera: 550 para mujer, amarilla, 38","Vélo de route 550 -W - jaune, 38",713.0798,TRUE,Yellow,100,75,1120.49,38,38-40 CM,17,4,R ,672.294,M ,W ,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.","Équipé de la même technologie que tous nos vélos de route, avec un cadre femmes. Idéal pour la promenade ou la course sur route.",?????????????????????????????????????????????????????????,???? ??? ??????? ???????? ?? ???? ?????? ????? ?????? ?????? ???? ???? ??????? ?? ?? ????? ???? ?????? ??????? ????????. ???? ????? ?????? ???? ?????? ?? ???????? ?????? ??????? ??? ????? ??????? ?? ??????? ?? ????????.,"????????? ??? ??? ????? ?????? ???? ""????"" ????, ???? ?????? ????? ?????? ?????. ??????? ???????? ??? ???? ????? ?????????.",???????????????????????????? Road ??????? ?????????????????????????????????????  ??????????????????????????????? ???????????????????????????????????????,Dieselbe Technologie wie bei allen Rädern unserer Road-Produktreihe mit Frauenrahmen. Perfektes Allzweckrad zum Trainieren und für den Alltag.,??? ???????????????????????????????????????????????????,"""Yol serisi bisikletlerimizle ayn? teknoloji, ancak kadro boyutu kad?nlar için ayarland?.  Yol ve yar?? için mükemmel çok yönlü bisiklet.""",41456,,Current
383,BK-R64Y-40,2,Road Bikes,1,Bikes,1000.4375,LB ,CM ,"Road-550-W Yellow, 40","Carretera: 550 para mujer, amarilla, 40","Vélo de route 550 -W - jaune, 40",605.6492,TRUE,Yellow,100,75,1000.4375,40,38-40 CM,18,4,R ,600.2625,M ,W ,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.","Équipé de la même technologie que tous nos vélos de route, avec un cadre femmes. Idéal pour la promenade ou la course sur route.",?????????????????????????????????????????????????????????,???? ??? ??????? ???????? ?? ???? ?????? ????? ?????? ?????? ???? ???? ??????? ?? ?? ????? ???? ?????? ??????? ????????. ???? ????? ?????? ???? ?????? ?? ???????? ?????? ??????? ??? ????? ??????? ?? ??????? ?? ????????.,"????????? ??? ??? ????? ?????? ???? ""????"" ????, ???? ?????? ????? ?????? ?????. ??????? ???????? ??? ???? ????? ?????????.",???????????????????????????? Road ??????? ?????????????????????????????????????  ??????????????????????????????? ???????????????????????????????????????,Dieselbe Technologie wie bei allen Rädern unserer Road-Produktreihe mit Frauenrahmen. Perfektes Allzweckrad zum Trainieren und für den Alltag.,??? ???????????????????????????????????????????????????,"""Yol serisi bisikletlerimizle ayn? teknoloji, ancak kadro boyutu kad?nlar için ayarland?.  Yol ve yar?? için mükemmel çok yönlü bisiklet.""",41091,39809,
384,BK-R64Y-40,2,Road Bikes,1,Bikes,1120.49,LB ,CM ,"Road-550-W Yellow, 40","Carretera: 550 para mujer, amarilla, 40","Vélo de route 550 -W - jaune, 40",713.0798,TRUE,Yellow,100,75,1120.49,40,38-40 CM,18,4,R ,672.294,M ,W ,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.","Équipé de la même technologie que tous nos vélos de route, avec un cadre femmes. Idéal pour la promenade ou la course sur route.",?????????????????????????????????????????????????????????,???? ??? ??????? ???????? ?? ???? ?????? ????? ?????? ?????? ???? ???? ??????? ?? ?? ????? ???? ?????? ??????? ????????. ???? ????? ?????? ???? ?????? ?? ???????? ?????? ??????? ??? ????? ??????? ?? ??????? ?? ????????.,"????????? ??? ??? ????? ?????? ???? ""????"" ????, ???? ?????? ????? ?????? ?????. ??????? ???????? ??? ???? ????? ?????????.",???????????????????????????? Road ??????? ?????????????????????????????????????  ??????????????????????????????? ???????????????????????????????????????,Dieselbe Technologie wie bei allen Rädern unserer Road-Produktreihe mit Frauenrahmen. Perfektes Allzweckrad zum Trainieren und für den Alltag.,??? ???????????????????????????????????????????????????,"""Yol serisi bisikletlerimizle ayn? teknoloji, ancak kadro boyutu kad?nlar için ayarland?.  Yol ve yar?? için mükemmel çok yönlü bisiklet.""",41456,,Current
589,BK-M38S-42,1,Mountain Bikes,1,Bikes,769.49,LB ,CM ,"Mountain-400-W Silver, 42","Montaña: 400 para mujer, plateada, 42","VTT 400 -W argent, 42",419.7784,TRUE,Silver,100,75,769.49,42,42-46 CM,27,4,M ,461.694,M ,W ,Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.","Ce vélo offre un excellent rapport qualité-prix. Vif et facile à manœuvrer, il se conduit en toute tranquillité sur les chemins et les sentiers.",?????????????????????????????????,???? ??? ??????? ????? ?????? ?? ?????? ?? ???? ??????? ?????. ??? ????? ????? ????????? ???????? ?????? ????????? ??? ???????? ??? ????????? ??????? ???? ???? ????? ?? ??????? ??? ????? ??? ???????.,"??????? ??? ?????? ??? ??????? ????? ????? ????.  ?? ????? ????? ?????? ??????? ""??? ???"" ??????? ???? ????????.",?????????????????????????????? ?????????????  ?????????? ????? ????????????????????????????????????????????????????,Dieses Fahrrad bietet ein erstklassiges Preis-/Leistungsverhältnis. Auf seine Reaktionsschnelligkeit und leichte Steuerung können Sie sich im Gelände voll verlassen.,?????????????????????????????????????????????????????????,"""Bu bisiklet hem hesapl?d?r, hem de yüksek seviyede performans gösterir. Duyarl?d?r ve manevra kabiliyeti yüksektir, araziye ç?kmak istedi?inizde güven verir.""",41456,,Current
587,BK-M38S-38,1,Mountain Bikes,1,Bikes,769.49,LB ,CM ,"Mountain-400-W Silver, 38","Montaña: 400 para mujer, plateada, 38","VTT 400 -W argent, 38",419.7784,TRUE,Silver,100,75,769.49,38,38-40 CM,26,4,M ,461.694,M ,W ,Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.","Ce vélo offre un excellent rapport qualité-prix. Vif et facile à manœuvrer, il se conduit en toute tranquillité sur les chemins et les sentiers.",?????????????????????????????????,???? ??? ??????? ????? ?????? ?? ?????? ?? ???? ??????? ?????. ??? ????? ????? ????????? ???????? ?????? ????????? ??? ???????? ??? ????????? ??????? ???? ???? ????? ?? ??????? ??? ????? ??? ???????.,"??????? ??? ?????? ??? ??????? ????? ????? ????.  ?? ????? ????? ?????? ??????? ""??? ???"" ??????? ???? ????????.",?????????????????????????????? ?????????????  ?????????? ????? ????????????????????????????????????????????????????,Dieses Fahrrad bietet ein erstklassiges Preis-/Leistungsverhältnis. Auf seine Reaktionsschnelligkeit und leichte Steuerung können Sie sich im Gelände voll verlassen.,?????????????????????????????????????????????????????????,"""Bu bisiklet hem hesapl?d?r, hem de yüksek seviyede performans gösterir. Duyarl?d?r ve manevra kabiliyeti yüksektir, araziye ç?kmak istedi?inizde güven verir.""",41456,,Current
590,BK-M38S-46,1,Mountain Bikes,1,Bikes,769.49,LB ,CM ,"Mountain-400-W Silver, 46","Montaña: 400 para mujer, plateada, 46","VTT 400 -W argent, 46",419.7784,TRUE,Silver,100,75,769.49,46,42-46 CM,27,4,M ,461.694,M ,W ,Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.","Ce vélo offre un excellent rapport qualité-prix. Vif et facile à manœuvrer, il se conduit en toute tranquillité sur les chemins et les sentiers.",?????????????????????????????????,???? ??? ??????? ????? ?????? ?? ?????? ?? ???? ??????? ?????. ??? ????? ????? ????????? ???????? ?????? ????????? ??? ???????? ??? ????????? ??????? ???? ???? ????? ?? ??????? ??? ????? ??? ???????.,"??????? ??? ?????? ??? ??????? ????? ????? ????.  ?? ????? ????? ?????? ??????? ""??? ???"" ??????? ???? ????????.",?????????????????????????????? ?????????????  ?????????? ????? ????????????????????????????????????????????????????,Dieses Fahrrad bietet ein erstklassiges Preis-/Leistungsverhältnis. Auf seine Reaktionsschnelligkeit und leichte Steuerung können Sie sich im Gelände voll verlassen.,?????????????????????????????????????????????????????????,"""Bu bisiklet hem hesapl?d?r, hem de yüksek seviyede performans gösterir. Duyarl?d?r ve manevra kabiliyeti yüksektir, araziye ç?kmak istedi?inizde güven verir.""",41456,,Current
588,BK-M38S-40,1,Mountain Bikes,1,Bikes,769.49,LB ,CM ,"Mountain-400-W Silver, 40","Montaña: 400 para mujer, plateada, 40","VTT 400 -W argent, 40",419.7784,TRUE,Silver,100,75,769.49,40,38-40 CM,27,4,M ,461.694,M ,W ,Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.","Ce vélo offre un excellent rapport qualité-prix. Vif et facile à manœuvrer, il se conduit en toute tranquillité sur les chemins et les sentiers.",?????????????????????????????????,???? ??? ??????? ????? ?????? ?? ?????? ?? ???? ??????? ?????. ??? ????? ????? ????????? ???????? ?????? ????????? ??? ???????? ??? ????????? ??????? ???? ???? ????? ?? ??????? ??? ????? ??? ???????.,"??????? ??? ?????? ??? ??????? ????? ????? ????.  ?? ????? ????? ?????? ??????? ""??? ???"" ??????? ???? ????????.",?????????????????????????????? ?????????????  ?????????? ????? ????????????????????????????????????????????????????,Dieses Fahrrad bietet ein erstklassiges Preis-/Leistungsverhältnis. Auf seine Reaktionsschnelligkeit und leichte Steuerung können Sie sich im Gelände voll verlassen.,?????????????????????????????????????????????????????????,"""Bu bisiklet hem hesapl?d?r, hem de yüksek seviyede performans gösterir. Duyarl?d?r ve manevra kabiliyeti yüksektir, araziye ç?kmak istedi?inizde güven verir.""",41456,,Current
558,CS-9183,8,Cranksets,2,Components, ,G  ,,HL Crankset,Bielas GA,Pédalier HL,179.8156,TRUE,Black,500,375,404.99,,NA,575,1,,242.994,H ,,HL Crankset,Triple crankset; alumunim crank arm; flawless shifting.,Pédalier triple plateaux ; manivelle en aluminium ; changement de braquet impeccable.,???????????????,?????? ????? ??????? ????? ????? ????????? ???????? ??? ????? ??? ???? ?????.,"???? ?????? ??????, ???? ?????? ??????????, ????? ??????? ?????.",???????????????? ??????????????????? ????????????????????????????????,Dreifach-Kurbelsatz; Aluminium-Pedalarm; tadellose Gangschaltung.,???? ?????????????? ???? ???????????,"""Üçlü ruble, alüminyum krank kolu, tak?lmadan vites geçi?i.""",41456,,Current
544,PD-M562,13,Pedals,2,Components, ,G  ,,HL Mountain Pedal,Pedal de montaña GA,Pédale de VTT HL,35.9596,TRUE,Silver/Black,500,375,80.99,,NA,185,1,M ,48.594,H ,,HL Mountain Pedal,Stainless steel; designed to shed mud easily.,Acier inoxydable ; facile à nettoyer.,???????????,?????? ?? ??????? ???? ?? ????? ????? ?? ?????? ?????? ????? ??????.,???? ??-???; ????? ????? ??? ?????.,??????????? ????????????????????????????????????,Edelstahl; schmutzabweisendes Design.,?????????????????????????,"""Paslanmaz çelik, çamuru üzerinden kolayca atacak ?ekilde tasarland?.""",41456,,Current
604,BK-R19B-44,2,Road Bikes,1,Bikes,539.99,LB ,CM ,"Road-750 Black, 44","Carretera: 750, negra, 44","Vélo de route 750 noir, 44",343.6496,TRUE,Black,100,75,539.99,44,42-46 CM,20,4,R ,323.994,L ,U ,Road-750,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,Vélo d'adulte d'entrée de gamme ; permet une conduite confortable en ville ou sur les chemins de campagne. Moyeux et rayons à blocage rapide.,?????????????????????????????????,???? ????? ?????? ????????? ?? ????????? ??? ???? ????? ????? ????? ??? ????? ?????? ?? ?? ???? ???????. ????? ????? ???????? ????????? ????????? ????? ???????.,"????? ??????? ????????; ?????? ????? ???? ""???? ????"" ?? ????? ?????. ?????? ???????? ?????? ????.",????????????????????????????????? ??????????????????????????????????????????????????????  ???????????????????????,Ein Erwachsenenrad für Einsteiger; bietet Komfort über Land und in der Stadt. Schnellspann-Naben und Felgen.,????? ?????????????????????????????????????????????????????????,"""Ba?lang?ç seviyesinde yeti?kin bisikleti, k?rda veya soka??n?zda konforlu sürü? sunar. Kolay ç?kar?lan göbekler ve jantlar.""",41456,,Current
584,BK-R19B-58,2,Road Bikes,1,Bikes,539.99,LB ,CM ,"Road-750 Black, 58","Carretera: 750, negra, 58","Vélo de route 750 noir, 58",343.6496,TRUE,Black,100,75,539.99,58,54-58 CM,21,4,R ,323.994,L ,U ,Road-750,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,Vélo d'adulte d'entrée de gamme ; permet une conduite confortable en ville ou sur les chemins de campagne. Moyeux et rayons à blocage rapide.,?????????????????????????????????,???? ????? ?????? ????????? ?? ????????? ??? ???? ????? ????? ????? ??? ????? ?????? ?? ?? ???? ???????. ????? ????? ???????? ????????? ????????? ????? ???????.,"????? ??????? ????????; ?????? ????? ???? ""???? ????"" ?? ????? ?????. ?????? ???????? ?????? ????.",????????????????????????????????? ??????????????????????????????????????????????????????  ???????????????????????,Ein Erwachsenenrad für Einsteiger; bietet Komfort über Land und in der Stadt. Schnellspann-Naben und Felgen.,????? ?????????????????????????????????????????????????????????,"""Ba?lang?ç seviyesinde yeti?kin bisikleti, k?rda veya soka??n?zda konforlu sürü? sunar. Kolay ç?kar?lan göbekler ve jantlar.""",41456,,Current
606,BK-R19B-52,2,Road Bikes,1,Bikes,539.99,LB ,CM ,"Road-750 Black, 52","Carretera: 750, negra, 52","Vélo de route 750 noir, 52",343.6496,TRUE,Black,100,75,539.99,52,48-52 CM,20,4,R ,323.994,L ,U ,Road-750,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,Vélo d'adulte d'entrée de gamme ; permet une conduite confortable en ville ou sur les chemins de campagne. Moyeux et rayons à blocage rapide.,?????????????????????????????????,???? ????? ?????? ????????? ?? ????????? ??? ???? ????? ????? ????? ??? ????? ?????? ?? ?? ???? ???????. ????? ????? ???????? ????????? ????????? ????? ???????.,"????? ??????? ????????; ?????? ????? ???? ""???? ????"" ?? ????? ?????. ?????? ???????? ?????? ????.",????????????????????????????????? ??????????????????????????????????????????????????????  ???????????????????????,Ein Erwachsenenrad für Einsteiger; bietet Komfort über Land und in der Stadt. Schnellspann-Naben und Felgen.,????? ?????????????????????????????????????????????????????????,"""Ba?lang?ç seviyesinde yeti?kin bisikleti, k?rda veya soka??n?zda konforlu sürü? sunar. Kolay ç?kar?lan göbekler ve jantlar.""",41456,,Current
605,BK-R19B-48,2,Road Bikes,1,Bikes,539.99,LB ,CM ,"Road-750 Black, 48","Carretera: 750, negra, 48","Vélo de route 750 noir, 48",343.6496,TRUE,Black,100,75,539.99,48,48-52 CM,20,4,R ,323.994,L ,U ,Road-750,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,Vélo d'adulte d'entrée de gamme ; permet une conduite confortable en ville ou sur les chemins de campagne. Moyeux et rayons à blocage rapide.,?????????????????????????????????,???? ????? ?????? ????????? ?? ????????? ??? ???? ????? ????? ????? ??? ????? ?????? ?? ?? ???? ???????. ????? ????? ???????? ????????? ????????? ????? ???????.,"????? ??????? ????????; ?????? ????? ???? ""???? ????"" ?? ????? ?????. ?????? ???????? ?????? ????.",????????????????????????????????? ??????????????????????????????????????????????????????  ???????????????????????,Ein Erwachsenenrad für Einsteiger; bietet Komfort über Land und in der Stadt. Schnellspann-Naben und Felgen.,????? ?????????????????????????????????????????????????????????,"""Ba?lang?ç seviyesinde yeti?kin bisikleti, k?rda veya soka??n?zda konforlu sürü? sunar. Kolay ç?kar?lan göbekler ve jantlar.""",41456,,Current
548,PD-T852,13,Pedals,2,Components, ,,,Touring Pedal,Pedal de paseo,Pédale de vélo de randonnée,35.9596,TRUE,Silver/Black,500,375,80.99,,NA,,1,T ,48.594,,,Touring Pedal,A stable pedal for all-day riding.,Pédale stable pour longs trajets.,?????????????,????? ????? ???????? ??????? ???? ?????.,????? ????? ??????? ?????? ????? ?? ????.,??????????????? ???????????????????????,Ein stabiles Tretwerk für Fahrvergnügen den ganzen Tag.,????????????????????,Tüm gün sürü? için sa?lam pedal.,41456,,Current
318,BK-R68R-48,2,Road Bikes,1,Bikes, ,LB ,CM ,"Road-450 Red, 48","Carretera: 450, roja, 48","Vélo de route 450 rouge, 48",884.7083,TRUE,Red,100,75,1457.99,48,48-52 CM,17,4,R ,874.794,M ,U ,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.","Un véritable vélo multi-sports, qui offre une conduite optimisée et une ligne révolutionnaire. Sa ligne aérodynamique vous permet de l'utiliser en course et ses vitesses de gravir les cols.",??????????????????????????????????????????????????????????????,???? ????? ???? ?????? ?? ???????? ??? ????? ?????? ???? ?????? ???????? ??? ????? ?????? ???????. ???? ?? ??????? ?????????? ??????? ??????? ??????? ?? ?????????? ??? ???? ????? ????? ?????? ???????? ???? ????? ???????? ????? ????????.,??????? ????? ??????? ????? ????? ?????? ??????? ????? ???? ?????? ??????. ????? ??????????? ????? ????? ?? ???????? ??????? ????? ??????? ?????? ?? ?? ??? ?????.,??????????????????????????????????????????????????? ????????????????????????  ???????????????????? ?????????????????????????????? ???????????????????????????????????????????????????????????,Ein vielseitiges und windschnittiges Sportfahrrad mit einem revolutionären Design. Fahren Sie wie ein Profi mit dem aerodynamischen Design und der erstklassigen Gangschaltung für hügelige Strecken.,??????????????????????????????? ????????????????????????????????????????????????,Ak?c? sürü? ve ç???r aç?c? bir tasar?m sunan gerçek bir çok amaçl? spor bisikleti. Aerodinamik tasar?m? profesyonellerle sürmenize olanak verir ve vitesleri tepeleri fetheder.,40725,39444,
317,BK-R68R-44,2,Road Bikes,1,Bikes, ,LB ,CM ,"Road-450 Red, 44","Carretera: 450, roja, 44","Vélo de route 450 rouge, 44",884.7083,TRUE,Red,100,75,1457.99,44,42-46 CM,17,4,R ,874.794,M ,U ,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.","Un véritable vélo multi-sports, qui offre une conduite optimisée et une ligne révolutionnaire. Sa ligne aérodynamique vous permet de l'utiliser en course et ses vitesses de gravir les cols.",??????????????????????????????????????????????????????????????,???? ????? ???? ?????? ?? ???????? ??? ????? ?????? ???? ?????? ???????? ??? ????? ?????? ???????. ???? ?? ??????? ?????????? ??????? ??????? ??????? ?? ?????????? ??? ???? ????? ????? ?????? ???????? ???? ????? ???????? ????? ????????.,??????? ????? ??????? ????? ????? ?????? ??????? ????? ???? ?????? ??????. ????? ??????????? ????? ????? ?? ???????? ??????? ????? ??????? ?????? ?? ?? ??? ?????.,??????????????????????????????????????????????????? ????????????????????????  ???????????????????? ?????????????????????????????? ???????????????????????????????????????????????????????????,Ein vielseitiges und windschnittiges Sportfahrrad mit einem revolutionären Design. Fahren Sie wie ein Profi mit dem aerodynamischen Design und der erstklassigen Gangschaltung für hügelige Strecken.,??????????????????????????????? ????????????????????????????????????????????????,Ak?c? sürü? ve ç???r aç?c? bir tasar?m sunan gerçek bir çok amaçl? spor bisikleti. Aerodinamik tasar?m? profesyonellerle sürmenize olanak verir ve vitesleri tepeleri fetheder.,40725,39444,
316,BK-R68R-60,2,Road Bikes,1,Bikes, ,LB ,CM ,"Road-450 Red, 60","Carretera: 450, roja, 60","Vélo de route 450 rouge, 60",884.7083,TRUE,Red,100,75,1457.99,60,60-62 CM,18,4,R ,874.794,M ,U ,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.","Un véritable vélo multi-sports, qui offre une conduite optimisée et une ligne révolutionnaire. Sa ligne aérodynamique vous permet de l'utiliser en course et ses vitesses de gravir les cols.",??????????????????????????????????????????????????????????????,???? ????? ???? ?????? ?? ???????? ??? ????? ?????? ???? ?????? ???????? ??? ????? ?????? ???????. ???? ?? ??????? ?????????? ??????? ??????? ??????? ?? ?????????? ??? ???? ????? ????? ?????? ???????? ???? ????? ???????? ????? ????????.,??????? ????? ??????? ????? ????? ?????? ??????? ????? ???? ?????? ??????. ????? ??????????? ????? ????? ?? ???????? ??????? ????? ??????? ?????? ?? ?? ??? ?????.,??????????????????????????????????????????????????? ????????????????????????  ???????????????????? ?????????????????????????????? ???????????????????????????????????????????????????????????,Ein vielseitiges und windschnittiges Sportfahrrad mit einem revolutionären Design. Fahren Sie wie ein Profi mit dem aerodynamischen Design und der erstklassigen Gangschaltung für hügelige Strecken.,??????????????????????????????? ????????????????????????????????????????????????,Ak?c? sürü? ve ç???r aç?c? bir tasar?m sunan gerçek bir çok amaçl? spor bisikleti. Aerodinamik tasar?m? profesyonellerle sürmenize olanak verir ve vitesleri tepeleri fetheder.,40725,39444,
