ProductKey,ProductAlternateKey,ProductSubcategoryKey,ProductSubcategoryName,ProductCategoryKey,ProductCategoryName,Unit price,WeightUnitMeasureCode,SizeUnitMeasureCode,EnglishProductName,StandardCost,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,ListPrice,Size,SizeRange,Weight,DaysToManufacture,ProductLine,DealerPrice,Class,Style,ModelName,EnglishDescription,StartDate,EndDate,Status
323,BK-R50R-60,2,Road Bikes,1,Bikes,782.99,LB ,CM ,"Road-650 Red, 60",486.7066,TRUE,Red,100,75,782.99,60,60-62 CM,20,4,R ,469.794,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",41091,39809,
322,BK-R50R-60,2,Road Bikes,1,Bikes,699.0982,LB ,CM ,"Road-650 Red, 60",413.1463,TRUE,Red,100,75,699.0982,60,60-62 CM,20,4,R ,419.4589,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",40725,39444,
321,BK-R50R-58,2,Road Bikes,1,Bikes,782.99,LB ,CM ,"Road-650 Red, 58",486.7066,TRUE,Red,100,75,782.99,58,54-58 CM,20,4,R ,469.794,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",41091,39809,
320,BK-R50R-58,2,Road Bikes,1,Bikes,699.0982,LB ,CM ,"Road-650 Red, 58",413.1463,TRUE,Red,100,75,699.0982,58,54-58 CM,20,4,R ,419.4589,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",40725,39444,
336,BK-R50B-62,2,Road Bikes,1,Bikes,699.0982,LB ,CM ,"Road-650 Black, 62",413.1463,TRUE,Black,100,75,699.0982,62,60-62 CM,20,4,R ,419.4589,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",40725,39444,
337,BK-R50B-62,2,Road Bikes,1,Bikes,782.99,LB ,CM ,"Road-650 Black, 62",486.7066,TRUE,Black,100,75,782.99,62,60-62 CM,20,4,R ,469.794,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",41091,39809,
339,BK-R50B-44,2,Road Bikes,1,Bikes,782.99,LB ,CM ,"Road-650 Black, 44",486.7066,TRUE,Black,100,75,782.99,44,42-46 CM,19,4,R ,469.794,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",41091,39809,
326,BK-R50R-44,2,Road Bikes,1,Bikes,699.0982,LB ,CM ,"Road-650 Red, 44",413.1463,TRUE,Red,100,75,699.0982,44,42-46 CM,19,4,R ,419.4589,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",40725,39444,
340,BK-R50B-48,2,Road Bikes,1,Bikes,699.0982,LB ,CM ,"Road-650 Black, 48",413.1463,TRUE,Black,100,75,699.0982,48,48-52 CM,19,4,R ,419.4589,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",40725,39444,
338,BK-R50B-44,2,Road Bikes,1,Bikes,699.0982,LB ,CM ,"Road-650 Black, 44",413.1463,TRUE,Black,100,75,699.0982,44,42-46 CM,19,4,R ,419.4589,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",40725,39444,
341,BK-R50B-48,2,Road Bikes,1,Bikes,782.99,LB ,CM ,"Road-650 Black, 48",486.7066,TRUE,Black,100,75,782.99,48,48-52 CM,19,4,R ,469.794,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",41091,39809,
334,BK-R50B-60,2,Road Bikes,1,Bikes,699.0982,LB ,CM ,"Road-650 Black, 60",413.1463,TRUE,Black,100,75,699.0982,60,60-62 CM,20,4,R ,419.4589,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",40725,39444,
335,BK-R50B-60,2,Road Bikes,1,Bikes,782.99,LB ,CM ,"Road-650 Black, 60",486.7066,TRUE,Black,100,75,782.99,60,60-62 CM,20,4,R ,469.794,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",41091,39809,
343,BK-R50B-52,2,Road Bikes,1,Bikes,782.99,LB ,CM ,"Road-650 Black, 52",486.7066,TRUE,Black,100,75,782.99,52,48-52 CM,19,4,R ,469.794,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",41091,39809,
342,BK-R50B-52,2,Road Bikes,1,Bikes,699.0982,LB ,CM ,"Road-650 Black, 52",413.1463,TRUE,Black,100,75,699.0982,52,48-52 CM,19,4,R ,419.4589,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",40725,39444,
471,VE-C304-S,25,Vests,3,Clothing,63.5,,,"Classic Vest, S",23.749,TRUE,Blue,4,3,63.5,S,S,,0,S ,38.1,,U ,Classic Vest,"Light-weight, wind-resistant, packs to fit into a pocket.",41456,,Current
472,VE-C304-M,25,Vests,3,Clothing,63.5,,,"Classic Vest, M",23.749,TRUE,Blue,4,3,63.5,M,M,,0,S ,38.1,,U ,Classic Vest,"Light-weight, wind-resistant, packs to fit into a pocket.",41456,,Current
473,VE-C304-L,25,Vests,3,Clothing,63.5,,,"Classic Vest, L",23.749,TRUE,Blue,4,3,63.5,L,L,,0,S ,38.1,,U ,Classic Vest,"Light-weight, wind-resistant, packs to fit into a pocket.",41456,,Current
486,ST-1401,27,Bike Stands,4,Accessories,159,,,All-Purpose Bike Stand,59.466,TRUE,NA,4,3,159,,NA,,0,M ,95.4,,,All-Purpose Bike Stand,Perfect all-purpose bike stand for working on your bike at home. Quick-adjusting clamps and steel construction.,41456,,Current
447,LO-C100,34,Locks,4,Accessories,,,,Cable Lock,10.3125,TRUE,NA,4,3,25,,NA,,0,S ,15,,,Cable Lock,"Wraps to fit front and rear tires, carrier and 2 keys included.",41091,39809,
474,SH-W890-S,22,Shorts,3,Clothing,69.99,,,"Women's Mountain Shorts, S",26.1763,TRUE,Black,4,3,69.99,S,S,,0,M ,41.994,,W ,Women's Mountain Shorts,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.",41456,,Current
475,SH-W890-M,22,Shorts,3,Clothing,69.99,,,"Women's Mountain Shorts, M",26.1763,TRUE,Black,4,3,69.99,M,M,,0,M ,41.994,,W ,Women's Mountain Shorts,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.",41456,,Current
476,SH-W890-L,22,Shorts,3,Clothing,69.99,,,"Women's Mountain Shorts, L",26.1763,TRUE,Black,4,3,69.99,L,L,,0,M ,41.994,,W ,Women's Mountain Shorts,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.",41456,,Current
446,PA-T100,35,Panniers,4,Accessories,,,,"Touring-Panniers, Large",51.5625,TRUE,Grey,4,3,125,,NA,,0,T ,75,,,Touring-Panniers,"Durable, water-proof nylon construction with easy access. Large enough for weekend trips.",41091,39809,
483,RA-H123,26,Bike Racks,4,Accessories,120,,,Hitch Rack - 4-Bike,44.88,TRUE,NA,4,3,120,,NA,,0,S ,72,,,Hitch Rack - 4-Bike,"Carries 4 bikes securely; steel construction, fits 2"" receiver hitch.",41456,,Current
345,BK-M82S-42,1,Mountain Bikes,1,Bikes,3399.99,LB ,CM ,"Mountain-100 Silver, 42",1912.1544,TRUE,Silver,100,75,3399.99,42,42-46 CM,21,4,M ,2039.994,H ,U ,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",40725,39444,
346,BK-M82S-44,1,Mountain Bikes,1,Bikes,3399.99,LB ,CM ,"Mountain-100 Silver, 44",1912.1544,TRUE,Silver,100,75,3399.99,44,42-46 CM,21,4,M ,2039.994,H ,U ,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",40725,39444,
347,BK-M82S-48,1,Mountain Bikes,1,Bikes,3399.99,LB ,CM ,"Mountain-100 Silver, 48",1912.1544,TRUE,Silver,100,75,3399.99,48,48-52 CM,21,4,M ,2039.994,H ,U ,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",40725,39444,
348,BK-M82B-38,1,Mountain Bikes,1,Bikes,3374.99,LB ,CM ,"Mountain-100 Black, 38",1898.0944,TRUE,Black,100,75,3374.99,38,38-40 CM,20,4,M ,2024.994,H ,U ,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",40725,39444,
349,BK-M82B-42,1,Mountain Bikes,1,Bikes,3374.99,LB ,CM ,"Mountain-100 Black, 42",1898.0944,TRUE,Black,100,75,3374.99,42,42-46 CM,21,4,M ,2024.994,H ,U ,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",40725,39444,
344,BK-M82S-38,1,Mountain Bikes,1,Bikes,3399.99,LB ,CM ,"Mountain-100 Silver, 38",1912.1544,TRUE,Silver,100,75,3399.99,38,38-40 CM,20,4,M ,2039.994,H ,U ,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",40725,39444,
351,BK-M82B-48,1,Mountain Bikes,1,Bikes,3374.99,LB ,CM ,"Mountain-100 Black, 48",1898.0944,TRUE,Black,100,75,3374.99,48,48-52 CM,21,4,M ,2024.994,H ,U ,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",40725,39444,
350,BK-M82B-44,1,Mountain Bikes,1,Bikes,3374.99,LB ,CM ,"Mountain-100 Black, 44",1898.0944,TRUE,Black,100,75,3374.99,44,42-46 CM,21,4,M ,2024.994,H ,U ,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",40725,39444,
225,CA-1098,19,Caps,3,Clothing,8.99,,,AWC Logo Cap,6.9223,TRUE,Multi,4,3,8.99,,NA,,0,S ,5.394,,U ,Cycling Cap,Traditional style with a flip-up brim; one-size fits all.,41456,,Current
224,CA-1098,19,Caps,3,Clothing,,,,AWC Logo Cap,5.2297,TRUE,Multi,4,3,8.6442,,NA,,0,S ,5.1865,,U ,Cycling Cap,Traditional style with a flip-up brim; one-size fits all.,41091,39809,
223,CA-1098,19,Caps,3,Clothing,,,,AWC Logo Cap,5.7052,TRUE,Multi,4,3,8.6442,,NA,,0,S ,5.1865,,U ,Cycling Cap,Traditional style with a flip-up brim; one-size fits all.,40725,39444,
537,TI-M823,37,Tires and Tubes,4,Accessories,35,,,HL Mountain Tire,13.09,TRUE,NA,500,375,35,,NA,,0,M ,21,H ,,HL Mountain Tire,"Incredible traction, lightweight carbon reinforced.",41456,,Current
535,TI-M267,37,Tires and Tubes,4,Accessories,24.99,,,LL Mountain Tire,9.3463,TRUE,NA,500,375,24.99,,NA,,0,M ,14.994,L ,,LL Mountain Tire,"Comparible traction, less expensive wire bead casing.",41456,,Current
487,HY-1023-70,32,Hydration Packs,4,Accessories,54.99,,,Hydration Pack - 70 oz.,20.5663,TRUE,Silver,4,3,54.99,70,70,,0,S ,32.994,,,Hydration Pack,"Versatile 70 oz hydration pack offers extra storage, easy-fill access, and a waist belt.",41456,,Current
462,GL-H102-S,20,Gloves,3,Clothing,,,,"Half-Finger Gloves, S",9.7136,TRUE,Black,4,3,23.5481,S,S,,0,S ,14.1289,,U ,Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",41091,39809,
463,GL-H102-S,20,Gloves,3,Clothing,24.49,,,"Half-Finger Gloves, S",9.1593,TRUE,Black,4,3,24.49,S,S,,0,S ,14.694,,U ,Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",41456,,Current
464,GL-H102-M,20,Gloves,3,Clothing,,,,"Half-Finger Gloves, M",9.7136,TRUE,Black,4,3,23.5481,M,M,,0,S ,14.1289,,U ,Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",41091,39809,
465,GL-H102-M,20,Gloves,3,Clothing,24.49,,,"Half-Finger Gloves, M",9.1593,TRUE,Black,4,3,24.49,M,M,,0,S ,14.694,,U ,Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",41456,,Current
466,GL-H102-L,20,Gloves,3,Clothing,,,,"Half-Finger Gloves, L",9.7136,TRUE,Black,4,3,23.5481,L,L,,0,S ,14.1289,,U ,Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",41091,39809,
467,GL-H102-L,20,Gloves,3,Clothing,24.49,,,"Half-Finger Gloves, L",9.1593,TRUE,Black,4,3,24.49,L,L,,0,S ,14.694,,U ,Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",41456,,Current
416,FW-T905,17,Wheels,2,Components,,,,Touring Front Wheel,96.7964,TRUE,Black,500,375,218.01,,NA,,1,T ,130.806,,,Touring Front Wheel,Aerodynamic rims for smooth riding.,41091,39809,
555,FB-9873,6,Brakes,2,Components,,G  ,,Front Brakes,47.286,TRUE,Silver,500,375,106.5,,NA,317,1,,63.9,,,Front Brakes,All-weather brake pads; provides superior stopping by applying more surface to the rim.,41456,,Current
397,HB-M243,4,Handlebars,2,Components,,,,LL Mountain Handlebars,17.978,TRUE,NA,500,375,40.4909,,NA,,1,M ,24.2945,L ,,LL Mountain Handlebars,All-purpose bar for on or off-road.,41091,39809,
398,HB-M243,4,Handlebars,2,Components,,,,LL Mountain Handlebars,19.7758,TRUE,NA,500,375,44.54,,NA,,1,M ,26.724,L ,,LL Mountain Handlebars,All-purpose bar for on or off-road.,41456,,Current
530,TT-T092,37,Tires and Tubes,4,Accessories,4.99,,,Touring Tire Tube,1.8663,TRUE,NA,500,375,4.99,,NA,,0,T ,2.994,,,Touring Tire Tube,General purpose tube.,41456,,Current
479,BC-R205,28,Bottles and Cages,4,Accessories,8.99,,,Road Bottle Cage,3.3623,TRUE,NA,4,3,8.99,,NA,,0,R ,5.394,,,Road Bottle Cage,Aluminum cage is lighter than our mountain version; perfect for long distance trips.,41456,,Current
517,SE-M940,15,Saddles,2,Components,,,,HL Mountain Seat/Saddle,23.3722,TRUE,NA,500,375,52.64,,NA,,1,M ,31.584,H ,,HL Mountain Seat/Saddle 2,Anatomic design for a full-day of riding in comfort. Durable leather.,41456,,Current
523,SE-T924,15,Saddles,2,Components,,,,HL Touring Seat/Saddle,23.3722,TRUE,NA,500,375,52.64,,NA,,1,T ,31.584,H ,,HL Touring Seat/Saddle,Cut-out shell for a more comfortable ride.,41456,,Current
603,BB-9108,5,Bottom Brackets,2,Components,,G  ,,HL Bottom Bracket,53.9416,TRUE,NA,500,375,121.49,,NA,170,1,,72.894,H ,,HL Bottom Bracket,Aluminum alloy cups and a hollow axle.,41456,,Current
602,BB-8107,5,Bottom Brackets,2,Components,,G  ,,ML Bottom Bracket,44.9506,TRUE,NA,500,375,101.24,,NA,168,1,,60.744,M ,,ML Bottom Bracket,Aluminum alloy cups; large diameter spindle.,41456,,Current
601,BB-7421,5,Bottom Brackets,2,Components,,G  ,,LL Bottom Bracket,23.9716,TRUE,NA,500,375,53.99,,NA,223,1,,32.394,L ,,LL Bottom Bracket,Chromoly steel.,41456,,Current
391,FK-1639,10,Forks,2,Components,,,,LL Fork,65.8097,TRUE,NA,500,375,148.22,,NA,,1,,88.932,L ,,LL Fork,Stout design absorbs shock and offers more precise steering.,41091,39809,
538,TI-R092,37,Tires and Tubes,4,Accessories,21.49,,,LL Road Tire,8.0373,TRUE,NA,500,375,21.49,,NA,,0,R ,12.894,L ,,LL Road Tire,Same great treads as more expensive tire with a less expensive wire bead casing.,41456,,Current
436,FR-R72Y-48,14,Road Frames,2,Components,,LB ,CM ,"ML Road Frame-W - Yellow, 48",360.9428,TRUE,Yellow,500,375,594.83,48,48-52 CM,2,1,R ,356.898,M ,W ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",41456,,Current
435,FR-R72Y-48,14,Road Frames,2,Components,,LB ,CM ,"ML Road Frame-W - Yellow, 48",300.1188,TRUE,Yellow,500,375,540.7545,48,48-52 CM,2,1,R ,324.4527,M ,W ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",41091,39809,
434,FR-R72Y-44,14,Road Frames,2,Components,,LB ,CM ,"ML Road Frame-W - Yellow, 44",360.9428,TRUE,Yellow,500,375,594.83,44,42-46 CM,2,1,R ,356.898,M ,W ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",41456,,Current
433,FR-R72Y-44,14,Road Frames,2,Components,,LB ,CM ,"ML Road Frame-W - Yellow, 44",300.1188,TRUE,Yellow,500,375,540.7545,44,42-46 CM,2,1,R ,324.4527,M ,W ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",41091,39809,
418,FR-R72Y-38,14,Road Frames,2,Components,,LB ,CM ,"ML Road Frame-W - Yellow, 38",360.9428,TRUE,Yellow,500,375,594.83,38,38-40 CM,2,2,R ,356.898,M ,W ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",41456,,Current
432,FR-R72Y-42,14,Road Frames,2,Components,,LB ,CM ,"ML Road Frame-W - Yellow, 42",360.9428,TRUE,Yellow,500,375,594.83,42,42-46 CM,2,1,R ,356.898,M ,W ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",41456,,Current
431,FR-R72Y-42,14,Road Frames,2,Components,,LB ,CM ,"ML Road Frame-W - Yellow, 42",300.1188,TRUE,Yellow,500,375,540.7545,42,42-46 CM,2,1,R ,324.4527,M ,W ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",41091,39809,
430,FR-R72Y-40,14,Road Frames,2,Components,,LB ,CM ,"ML Road Frame-W - Yellow, 40",360.9428,TRUE,Yellow,500,375,594.83,40,38-40 CM,2,1,R ,356.898,M ,W ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",41456,,Current
417,FR-R72Y-38,14,Road Frames,2,Components,,LB ,CM ,"ML Road Frame-W - Yellow, 38",300.1188,TRUE,Yellow,500,375,540.7545,38,38-40 CM,2,2,R ,324.4527,M ,W ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",41091,39809,
429,FR-R72Y-40,14,Road Frames,2,Components,,LB ,CM ,"ML Road Frame-W - Yellow, 40",300.1188,TRUE,Yellow,500,375,540.7545,40,38-40 CM,2,1,R ,324.4527,M ,W ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",41091,39809,
277,FR-R72R-58,14,Road Frames,2,Components,,LB ,CM ,"ML Road Frame - Red, 58",352.1394,TRUE,Red,500,375,594.83,58,54-58 CM,2,1,R ,356.898,M ,U ,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",40725,39444,
274,FR-R72R-44,14,Road Frames,2,Components,,LB ,CM ,"ML Road Frame - Red, 44",352.1394,TRUE,Red,500,375,594.83,44,42-46 CM,2,1,R ,356.898,M ,U ,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",40725,39444,
275,FR-R72R-48,14,Road Frames,2,Components,,LB ,CM ,"ML Road Frame - Red, 48",352.1394,TRUE,Red,500,375,594.83,48,48-52 CM,2,1,R ,356.898,M ,U ,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",40725,39444,
276,FR-R72R-52,14,Road Frames,2,Components,,LB ,CM ,"ML Road Frame - Red, 52",352.1394,TRUE,Red,500,375,594.83,52,48-52 CM,2,1,R ,356.898,M ,U ,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",40725,39444,
278,FR-R72R-60,14,Road Frames,2,Components,,LB ,CM ,"ML Road Frame - Red, 60",352.1394,TRUE,Red,500,375,594.83,60,60-62 CM,2,1,R ,356.898,M ,U ,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",40725,39444,
428,FR-M63B-48,12,Mountain Frames,2,Components,,LB ,CM ,"ML Mountain Frame - Black, 48",185.8193,TRUE,Black,500,375,348.76,48,48-52 CM,3,1,M ,209.256,M ,U ,ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,41091,39809,
426,FR-M63B-40,12,Mountain Frames,2,Components,,LB ,CM ,"ML Mountain Frame - Black, 40",185.8193,TRUE,Black,500,375,348.76,40,38-40 CM,3,1,M ,209.256,M ,U ,ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,41091,39809,
427,FR-M63B-44,12,Mountain Frames,2,Components,,LB ,CM ,"ML Mountain Frame - Black, 44",185.8193,TRUE,Black,500,375,348.76,44,42-46 CM,3,1,M ,209.256,M ,U ,ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,41091,39809,
409,FR-M63B-38,12,Mountain Frames,2,Components,,LB ,CM ,"ML Mountain Frame - Black, 38",185.8193,TRUE,Black,500,375,348.76,38,38-40 CM,3,2,M ,209.256,M ,U ,ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,41091,39809,
513,FR-M63S-46,12,Mountain Frames,2,Components,,LB ,CM ,"ML Mountain Frame-W - Silver, 46",199.3757,TRUE,Silver,500,375,364.09,46,42-46 CM,3,1,M ,218.454,M ,W ,ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,41456,,Current
511,FR-M63S-40,12,Mountain Frames,2,Components,,LB ,CM ,"ML Mountain Frame-W - Silver, 40",199.3757,TRUE,Silver,500,375,364.09,40,38-40 CM,3,1,M ,218.454,M ,W ,ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,41456,,Current
512,FR-M63S-42,12,Mountain Frames,2,Components,,LB ,CM ,"ML Mountain Frame-W - Silver, 42",199.3757,TRUE,Silver,500,375,364.09,42,42-46 CM,3,1,M ,218.454,M ,W ,ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,41456,,Current
549,FR-M63S-38,12,Mountain Frames,2,Components,,LB ,CM ,"ML Mountain Frame-W - Silver, 38",199.3757,TRUE,Silver,500,375,364.09,38,38-40 CM,3,2,M ,218.454,M ,W ,ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,41456,,Current
380,BK-R89B-58,2,Road Bikes,1,Bikes,2443.35,LB ,CM ,"Road-250 Black, 58",1554.9479,TRUE,Black,100,75,2443.35,58,54-58 CM,16,4,R ,1466.01,H ,U ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",41456,,Current
379,BK-R89B-58,2,Road Bikes,1,Bikes,2181.5625,LB ,CM ,"Road-250 Black, 58",1320.6838,TRUE,Black,100,75,2181.5625,58,54-58 CM,16,4,R ,1308.9375,H ,U ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",41091,39809,
378,BK-R89B-52,2,Road Bikes,1,Bikes,2443.35,LB ,CM ,"Road-250 Black, 52",1554.9479,TRUE,Black,100,75,2443.35,52,48-52 CM,15,4,R ,1466.01,H ,U ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",41456,,Current
377,BK-R89B-52,2,Road Bikes,1,Bikes,2181.5625,LB ,CM ,"Road-250 Black, 52",1320.6838,TRUE,Black,100,75,2181.5625,52,48-52 CM,15,4,R ,1308.9375,H ,U ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",41091,39809,
375,BK-R89B-48,2,Road Bikes,1,Bikes,2181.5625,LB ,CM ,"Road-250 Black, 48",1320.6838,TRUE,Black,100,75,2181.5625,48,48-52 CM,15,4,R ,1308.9375,H ,U ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",41091,39809,
374,BK-R89B-44,2,Road Bikes,1,Bikes,2443.35,LB ,CM ,"Road-250 Black, 44",1554.9479,TRUE,Black,100,75,2443.35,44,42-46 CM,15,4,R ,1466.01,H ,U ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",41456,,Current
373,BK-R89B-44,2,Road Bikes,1,Bikes,2181.5625,LB ,CM ,"Road-250 Black, 44",1320.6838,TRUE,Black,100,75,2181.5625,44,42-46 CM,15,4,R ,1308.9375,H ,U ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",41091,39809,
372,BK-R89R-58,2,Road Bikes,1,Bikes,2443.35,LB ,CM ,"Road-250 Red, 58",1554.9479,TRUE,Red,100,75,2443.35,58,54-58 CM,16,4,R ,1466.01,H ,U ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",41456,,Current
368,BK-R89R-44,2,Road Bikes,1,Bikes,2443.35,LB ,CM ,"Road-250 Red, 44",1518.7864,TRUE,Red,100,75,2443.35,44,42-46 CM,15,4,R ,1466.01,H ,U ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",41091,39809,
369,BK-R89R-48,2,Road Bikes,1,Bikes,2443.35,LB ,CM ,"Road-250 Red, 48",1518.7864,TRUE,Red,100,75,2443.35,48,48-52 CM,15,4,R ,1466.01,H ,U ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",41091,39809,
